committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M9,202209209528744671,21B,500165499,1631645,ORG,ORGANIZATION,,,PAYCHEX,MI,,,,,PAYROLL TAXES,,,2022-08-01 00:00:00,98.79,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-10-28 04:06:16,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4092020221576068950,NOVI,483773034,OTHER,,2022,SB,4092820221585929113,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528744671,Other Federal Operating Expenditures,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353558,30B,500162830,1628393,IND,INDIVIDUAL,,,"ZOERMAN, AMBER",MI,,,,,SALARY,,,2022-07-31 00:00:00,1543.28,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.132,,,,0.00,ZOERMAN,AMBER,,,,,,,,,,Y,,U,F3X,4090620221568061023,ZEELAND,49464,ADMINISTRATIVE,,2022,SB,4090720221575201661,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353558,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353557,30B,500162829,1628393,IND,INDIVIDUAL,,,"XIONG, JESSICA",MI,,,,,SALARY,,,2022-07-31 00:00:00,275.31,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.132,,,,0.00,XIONG,JESSICA,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201659,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353557,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353556,30B,500162828,1628393,IND,INDIVIDUAL,,,"WOODBERRY, GARRICK",MI,,,,,SALARY,,,2022-07-31 00:00:00,1569.49,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.13,,,,0.00,WOODBERRY,GARRICK,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201657,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353556,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353555,30B,500162827,1628393,IND,INDIVIDUAL,,,"WEIGEL, HEATHER",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.13,,,,0.00,WEIGEL,HEATHER,,,,,,,,,,Y,,U,F3X,4090620221568061023,YPSILANTI,481973178,ADMINISTRATIVE,,2022,SB,4090720221575201654,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353555,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353555,30B,500162826,1628393,IND,INDIVIDUAL,,,"WALTON, BENJAMIN",MI,,,,,SALARY,,,2022-07-31 00:00:00,2449.58,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.13,,,,0.00,WALTON,BENJAMIN,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201652,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353555,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353554,30B,500162825,1628393,IND,INDIVIDUAL,,,"WALLER, MICHAEL",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.13,,,,0.00,WALLER,MICHAEL,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201650,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353554,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353553,30B,500162824,1628393,IND,INDIVIDUAL,,,"VOLTAIRE, STEVE",MI,,,,,SALARY,,,2022-07-31 00:00:00,1953.83,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.13,,,,0.00,VOLTAIRE,STEVE,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201648,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353553,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353553,30B,500162823,1628393,IND,INDIVIDUAL,,,"VOLANTE, SARA",MI,,,,,SALARY,,,2022-07-31 00:00:00,1499.37,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.129,,,,0.00,VOLANTE,SARA,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201646,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353553,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353552,30B,500162822,1628393,IND,INDIVIDUAL,,,"VAN VOORHEES, PARKER",MI,,,,,SALARY,,,2022-07-31 00:00:00,1543.28,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.129,,,,0.00,VAN VOORHEES,PARKER,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201644,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353552,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353551,30B,500162821,1628393,IND,INDIVIDUAL,,,"URBANIAK, JOSHUA",MI,,,,,SALARY,,,2022-07-31 00:00:00,1691.52,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.129,,,,0.00,URBANIAK,JOSHUA,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201642,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353551,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353551,30B,500162820,1628393,IND,INDIVIDUAL,,,"THORNBURGH, MAX",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.129,,,,0.00,THORNBURGH,MAX,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201640,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353551,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353549,30B,500162819,1628393,IND,INDIVIDUAL,,,"TARLETON, JASMINE",MI,,,,,SALARY,,,2022-07-31 00:00:00,189.44,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.127,,,,0.00,TARLETON,JASMINE,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201636,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353549,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353549,30B,500162818,1628393,IND,INDIVIDUAL,,,"TAGGART, TREY",MI,,,,,SALARY,,,2022-07-31 00:00:00,1096.09,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.127,,,,0.00,TAGGART,TREY,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201634,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353549,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353548,30B,500162817,1628393,IND,INDIVIDUAL,,,"STREET, MEGAN",MI,,,,,SALARY,,,2022-07-31 00:00:00,1325.04,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.127,,,,0.00,STREET,MEGAN,,,,,,,,,,Y,,U,F3X,4090620221568061023,LIVONIA,481521836,ADMINISTRATIVE,,2022,SB,4090720221575201633,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353548,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353548,30B,500162816,1628393,IND,INDIVIDUAL,,,"SMOTRICH-BARR, ETAI",MI,,,,,SALARY,,,2022-07-31 00:00:00,1871.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.127,,,,0.00,SMOTRICH-BARR,ETAI,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201631,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353548,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353547,30B,500162815,1628393,IND,INDIVIDUAL,,,"SMITH, EVELYN M.",MI,,,,,SALARY,,,2022-07-31 00:00:00,2449.57,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.127,,,,0.00,SMITH,EVELYN,M.,,,,,,,,,Y,,U,F3X,4090620221568061023,BRIDGMAN,491069527,ADMINISTRATIVE,,2022,SB,4090720221575201629,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353547,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353546,30B,500162814,1628393,IND,INDIVIDUAL,,,"SCHER, MAXWELL",MI,,,,,SALARY,,,2022-07-31 00:00:00,1024.55,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.126,,,,0.00,SCHER,MAXWELL,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201627,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353546,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353546,30B,500162813,1628393,IND,INDIVIDUAL,,,"SAMS, MARCEL",MI,,,,,SALARY,,,2022-07-31 00:00:00,1734.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.126,,,,0.00,SAMS,MARCEL,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201626,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353546,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353545,30B,500162812,1628393,IND,INDIVIDUAL,,,"SAKO, EDLIRA",MI,,,,,SALARY,,,2022-07-31 00:00:00,829.82,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.126,,,,0.00,SAKO,EDLIRA,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201624,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353545,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353545,30B,500162811,1628393,IND,INDIVIDUAL,,,"SAINI, RIYA",MI,,,,,SALARY,,,2022-07-31 00:00:00,1473.33,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.126,,,,0.00,SAINI,RIYA,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201623,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353545,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353545,30B,500162810,1628393,IND,INDIVIDUAL,,,"RUSSELL, NICHOLAS",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.126,,,,0.00,RUSSELL,NICHOLAS,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201622,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353545,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353544,30B,500162809,1628393,IND,INDIVIDUAL,,,"ROSS, ELDRIDGE",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.126,,,,0.00,ROSS,ELDRIDGE,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201620,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353544,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353543,30B,500162808,1628393,IND,INDIVIDUAL,,,"RODRIGUEZ, BRYSON",MI,,,,,SALARY,,,2022-07-31 00:00:00,1953.83,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.125,,,,0.00,RODRIGUEZ,BRYSON,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201618,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353543,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353543,30B,500162807,1628393,IND,INDIVIDUAL,,,"RODGERS, ANNETTE M.",MI,,,,,SALARY,,,2022-07-31 00:00:00,2000.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.124,,,,0.00,RODGERS,ANNETTE,M.,,,,,,,,,Y,,U,F3X,4090620221568061023,BLOOMFIELD HILLS,483022241,ADMINISTRATIVE,,2022,SB,4090720221575201616,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353543,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353542,30B,500162806,1628393,IND,INDIVIDUAL,,,"RENN, SETH",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.124,,,,0.00,RENN,SETH,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201615,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353542,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353541,30B,500162805,1628393,IND,INDIVIDUAL,,,"RECTOR-BROOKS, ZOEY",MI,,,,,SALARY,,,2022-07-31 00:00:00,768.64,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.124,,,,0.00,RECTOR-BROOKS,ZOEY,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201612,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353541,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353541,30B,500162804,1628393,IND,INDIVIDUAL,,,"PURDY, NOAH",MI,,,,,SALARY,,,2022-07-31 00:00:00,1595.31,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.124,,,,0.00,PURDY,NOAH,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201610,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353541,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353539,30B,500162803,1628393,IND,INDIVIDUAL,,,"PARASHAR, ANJANA",MI,,,,,SALARY,,,2022-07-31 00:00:00,1953.83,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.123,,,,0.00,PARASHAR,ANJANA,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201604,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353539,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353538,30B,500162802,1628393,IND,INDIVIDUAL,,,"PANTOJA, PIRI",MI,,,,,SALARY,,,2022-07-31 00:00:00,1555.26,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.123,,,,0.00,PANTOJA,PIRI,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201602,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353538,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353537,30B,500162801,1628393,IND,INDIVIDUAL,,,"OWENS, ANASTASIA",MI,,,,,SALARY,,,2022-07-31 00:00:00,2212.33,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.123,,,,0.00,OWENS,ANASTASIA,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201600,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353537,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353536,30B,500162800,1628393,IND,INDIVIDUAL,,,"ORJADA, BENJAMIN",MI,,,,,SALARY,,,2022-07-31 00:00:00,1560.72,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.121,,,,0.00,ORJADA,BENJAMIN,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201597,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353536,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353536,30B,500162799,1628393,IND,INDIVIDUAL,,,"O'KEEFE, ABIGAIL",MI,,,,,SALARY,,,2022-07-31 00:00:00,2449.57,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.121,,,,0.00,O'KEEFE,ABIGAIL,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201595,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353536,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353535,30B,500162798,1628393,IND,INDIVIDUAL,,,"NORWOOD, FAITH",MI,,,,,SALARY,,,2022-07-31 00:00:00,803.72,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.121,,,,0.00,NORWOOD,FAITH,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201593,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353535,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353534,30B,500162797,1628393,IND,INDIVIDUAL,,,"MORGAN, MYLES",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.121,,,,0.00,MORGAN,MYLES,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201591,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353534,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353534,30B,500162796,1628393,IND,INDIVIDUAL,,,"MONDARY, PHILLIP",MI,,,,,SALARY,,,2022-07-31 00:00:00,1582.70,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.121,,,,0.00,MONDARY,PHILLIP,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201589,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353534,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353533,30B,500162795,1628393,IND,INDIVIDUAL,,,"MMAMEL, CRYSTAL",MI,,,,,SALARY,,,2022-07-31 00:00:00,1734.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.12,,,,0.00,MMAMEL,CRYSTAL,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201587,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353533,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353532,30B,500162794,1628393,IND,INDIVIDUAL,,,"MCDONALD, EDDIE JR",MI,,,,,SALARY,,,2022-07-31 00:00:00,3837.68,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.12,,,,0.00,MCDONALD,EDDIE,,,,,,,,,,Y,,U,F3X,4090620221568061023,CANTON,481881484,ADMINISTRATIVE,,2022,SB,4090720221575201584,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353532,Federal Election Activity Paid Entirely With Federal Funds,,JR,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353531,30B,500162793,1628393,IND,INDIVIDUAL,,,"MAST, PARIS",MI,,,,,SALARY,,,2022-07-31 00:00:00,1096.09,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.119,,,,0.00,MAST,PARIS,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201582,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353531,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353531,30B,500162792,1628393,IND,INDIVIDUAL,,,"MARSHALL, HAYDEN",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.119,,,,0.00,MARSHALL,HAYDEN,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201581,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353531,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00031054,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,2022,M8,202209069528353530,30B,500162791,1628393,IND,INDIVIDUAL,,,"MACK, TONI",MI,,,,,SALARY,,,2022-07-31 00:00:00,1534.43,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-09-08 03:36:06.119,,,,0.00,MACK,TONI,,,,,,,,,,Y,,U,F3X,4090620221568061023,LANSING,489332313,ADMINISTRATIVE,,2022,SB,4090720221575201578,https://docquery.fec.gov/cgi-bin/fecimg/?202209069528353530,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
